"chr" "start" "end" "value" "area" "cluster" "indexStart" "indexEnd" "L" "clusterL"
"1437" "chr1" 43736290 43736391 -0.0257726792488499 0.0515453584976998 3556 5250 5251 2 3
"1282" "chr1" 6514663 6514781 -0.0257499021613688 0.0514998043227377 1064 1620 1621 2 2
"1277" "chr1" 6309300 6309724 -0.0256920013939435 0.051384002787887 1025 1563 1564 2 2
"872" "chrX" 63444159 63444339 0.0255523816808615 0.0511047633617229 11094 18512 18513 2 2
"948" "chrX" 75002912 75002912 0.0510625352435957 0.0510625352435957 11506 19643 19643 1 1
"1607" "chr1" 147782472 147782558 -0.025488524168542 0.0509770483370841 5763 8600 8601 2 2
"897" "chrX" 66787995 66788089 0.0254863709998761 0.0509727419997523 11152 18667 18668 2 6
"1677" "chr1" 179560754 179560983 -0.025453110597744 0.050906221195488 7155 10713 10714 2 2
"1077" "chrX" 125298533 125299033 0.0254359012414912 0.0508718024829824 12405 22236 22237 2 4
"1189" "chrX" 151286698 151286793 0.0253480818550347 0.0506961637100693 13062 24055 24056 2 6
"1167" "chrX" 147800037 147800074 0.025141934176451 0.050283868352902 12944 23749 23750 2 2
"48" "chr1" 3147891 3147966 0.025098470219614 0.050196940439228 689 1068 1069 2 5
"1023" "chrX" 103294963 103295154 0.0250802351072349 0.0501604702144698 11900 20801 20802 2 10
"1202" "chrX" 152161930 152161956 0.0249109838872193 0.0498219677744385 13122 24185 24186 2 2
"845" "chrX" 52896403 52896774 0.0248554478989348 0.0497108957978697 10889 17914 17915 2 9
"1386" "chr1" 32226179 32226349 -0.0247718963699327 0.0495437927398655 2877 4211 4212 2 2
"407" "chr1" 153413932 153413940 0.0247132341441364 0.0494264682882728 6093 9123 9124 2 2
"851" "chrX" 55057838 55058095 0.0246994034492966 0.0493988068985931 11008 18244 18245 2 4
"862" "chrX" 55650979 55651284 0.0246887832491798 0.0493775664983596 11029 18325 18326 2 2
"1868" "chrX" 39953075 39953107 -0.024522513928601 0.0490450278572019 10284 16218 16219 2 4
"1063" "chrX" 119078173 119078200 0.0245097097730814 0.0490194195461629 12303 21940 21941 2 12
"1533" "chr1" 85665444 85665883 -0.0244616441055936 0.0489232882111873 4693 6986 6987 2 2
"746" "chrX" 30252456 30252568 0.0243782705932275 0.0487565411864551 10078 15684 15685 2 2
"1031" "chrX" 104463622 104464033 0.0243689858327217 0.0487379716654434 11929 20892 20893 2 2
"1081" "chrX" 127185519 127185902 0.0243484556510415 0.048696911302083 12418 22271 22272 2 2
"29" "chr1" 2839763 2839859 0.0243203217200044 0.0486406434400087 596 913 914 2 3
"1022" "chrX" 103294519 103294682 0.0243112445878226 0.0486224891756452 11900 20798 20799 2 10
"1033" "chrX" 104465526 104465788 0.0242860954528556 0.0485721909057113 11930 20898 20899 2 7
"798" "chrX" 48165663 48165742 0.0242197486440223 0.0484394972880447 10592 17041 17042 2 4
"1916" "chrX" 100183764 100183878 -0.0241751703927706 0.0483503407855413 11700 20186 20187 2 9
"46" "chr1" 3140299 3140709 0.0241694410853286 0.0483388821706572 687 1060 1061 2 2
"399" "chr1" 153322011 153322488 0.0241163014437171 0.0482326028874343 6083 9108 9109 2 2
"73" "chr1" 4472067 4472087 0.0241142962921143 0.0482285925842287 896 1398 1399 2 2
"1682" "chr1" 180203488 180203837 -0.0240899658381416 0.0481799316762832 7180 10754 10755 2 3
"752" "chrX" 34149344 34149419 0.0240407211754529 0.0480814423509058 10128 15831 15832 2 8
"1814" "chrX" 3632358 3632422 -0.0240399223755954 0.0480798447511909 9472 14059 14060 2 3
"1640" "chr1" 156783791 156783872 -0.0240338770291622 0.0480677540583243 6421 9646 9647 2 4
"1136" "chrX" 142113464 142113827 0.0240217538384329 0.0480435076768658 12877 23579 23580 2 2
"28" "chr1" 2838805 2839179 0.0239489589429673 0.0478979178859346 595 910 911 2 3
"713" "chrX" 13338497 13338875 0.0239204602598642 0.0478409205197284 9672 14541 14542 2 2
"1444" "chr1" 44497537 44497595 -0.0238911310804415 0.047782262160883 3623 5357 5358 2 2
"669" "chrX" 3227443 3227459 0.0238615399131957 0.0477230798263914 9459 14017 14018 2 2
"30" "chr1" 2848427 2848864 0.0238430183527067 0.0476860367054134 599 919 920 2 2
"1235" "chr1" 1141991 1142132 -0.0238352374898436 0.0476704749796871 134 207 208 2 5
"734" "chrX" 26156519 26156545 0.023740799733704 0.0474815994674081 10045 15598 15599 2 2
"1958" "chrX" 122317627 122317633 -0.0237033035349442 0.0474066070698884 12368 22126 22127 2 12
"561" "chr1" 223854447 223854639 0.0234860303185621 0.0469720606371241 8397 12470 12471 2 3
"1951" "chrX" 118893383 118893434 -0.0234604015111449 0.0469208030222897 12283 21864 21865 2 11
"1045" "chrX" 107287269 107287404 0.0234580692716163 0.0469161385432327 12014 21132 21133 2 2
"1690" "chr1" 184633273 184633523 -0.0234236334975521 0.0468472669951043 7332 10961 10962 2 2
"888" "chrX" 65259910 65260232 0.0233833533684123 0.0467667067368246 11136 18617 18618 2 2
"1830" "chrX" 13954890 13955102 -0.0233524208809914 0.0467048417619828 9700 14618 14619 2 3
"499" "chr1" 181382080 181382291 0.0233474277431364 0.0466948554862729 7225 10816 10817 2 2
"1519" "chr1" 68516453 68516463 -0.0233465194775751 0.0466930389551501 4494 6664 6665 2 4
"536" "chr1" 208955564 208955564 0.0466893290950365 0.0466893290950365 7988 11901 11901 1 1
"1271" "chr1" 6086483 6086652 -0.023331454359309 0.046662908718618 970 1492 1493 2 6
"954" "chrX" 76648652 76649101 0.0232664827740524 0.0465329655481049 11519 19687 19688 2 2
"492" "chr1" 177131972 177131972 0.0462934531697304 0.0462934531697304 7092 10621 10621 1 1
"1273" "chr1" 6093972 6094316 -0.0231441680089919 0.0462883360179838 972 1495 1496 2 2
"1125" "chrX" 139332682 139332755 0.0231108790466914 0.0462217580933829 12831 23454 23455 2 2
"893" "chrX" 65486761 65486761 0.0460843498242034 0.0460843498242034 11143 18630 18630 1 1
"1538" "chr1" 91176405 91176810 -0.0230045696457583 0.0460091392915167 4821 7166 7167 2 3
"1854" "chrX" 38660266 38660299 -0.0229994158195887 0.0459988316391774 10234 16100 16101 2 9
"1645" "chr1" 156890056 156890488 -0.0229979865114143 0.0459959730228286 6441 9680 9681 2 4
"959" "chrX" 77912297 77912605 0.0229390716147155 0.0458781432294309 11546 19778 19779 2 2
"1615" "chr1" 149672151 149672625 -0.0229147267151348 0.0458294534302696 5831 8691 8692 2 3
"841" "chrX" 52826694 52826717 0.0228697017349246 0.0457394034698493 10885 17903 17904 2 3
"957" "chrX" 77042017 77042040 0.022803975240442 0.0456079504808839 11526 19707 19708 2 11
"1911" "chrX" 75648961 75648992 -0.0227831292297866 0.0455662584595731 11515 19679 19680 2 15
"428" "chr1" 158259926 158259926 0.045488160774457 0.045488160774457 6504 9750 9750 1 1
"1321" "chr1" 16861620 16861620 -0.0453505165598527 0.0453505165598527 1847 2692 2692 1 1
"1379" "chr1" 29585898 29586299 -0.0226349055905225 0.045269811181045 2783 4082 4083 2 8
"1438" "chr1" 43751270 43751370 -0.022606229301037 0.045212458602074 3561 5258 5259 2 3
"660" "chr1" 248684628 248684628 0.0450926648659979 0.0450926648659979 9396 13902 13902 1 1
"789" "chrX" 42638108 42638571 0.0224707580533362 0.0449415161066724 10393 16486 16487 2 2
"724" "chrX" 18239013 18239032 0.0224185996029557 0.0448371992059114 9837 15001 15002 2 10
"1230" "chr1" 871057 871441 -0.0223417725421458 0.0446835450842917 30 55 56 2 4
"1913" "chrX" 99662650 99662932 -0.0223411070904202 0.0446822141808404 11671 20100 20101 2 4
"1577" "chr1" 113052167 113052167 -0.0443794826064633 0.0443794826064633 5359 7996 7996 1 1
"952" "chrX" 75647436 75647595 0.022166027714813 0.044332055429626 11515 19669 19670 2 15
"531" "chr1" 208452792 208452792 0.0442753672563069 0.0442753672563069 7982 11895 11895 1 1
"1572" "chr1" 110754257 110754257 -0.0442520186001907 0.0442520186001907 5253 7848 7848 1 1
"1591" "chr1" 119548825 119548825 -0.0442343359228316 0.0442343359228316 5565 8314 8314 1 1
"1377" "chr1" 29449356 29449513 -0.0218409591815532 0.0436819183631064 2763 4056 4057 2 2
"1691" "chr1" 190444387 190444761 -0.0218170321019314 0.0436340642038629 7382 11027 11028 2 2
"1950" "chrX" 118891924 118892019 -0.0217954094597155 0.043590818919431 12283 21857 21858 2 11
"1498" "chr1" 55446577 55446708 -0.0217920192470556 0.0435840384941112 4157 6191 6192 2 3
"1434" "chr1" 43524347 43524347 -0.0431793421698599 0.0431793421698599 3544 5230 5230 1 1
"624" "chr1" 244217328 244217538 0.0215541803863441 0.0431083607726881 9191 13616 13617 2 3
"1349" "chr1" 25240938 25240938 -0.0430531418429809 0.0430531418429809 2429 3514 3514 1 1
"97" "chr1" 5661803 5661803 0.0430202857637853 0.0430202857637853 929 1434 1434 1 1
"1381" "chr1" 31846699 31846873 -0.0214982791873973 0.0429965583747945 2843 4162 4163 2 5
"1172" "chrX" 149613662 149613734 0.0214800441755215 0.042960088351043 12981 23863 23864 2 4
"72" "chr1" 4471552 4471552 0.0428924215388517 0.0428924215388517 895 1397 1397 1 1
"505" "chr1" 181700689 181700689 0.042786581358514 0.042786581358514 7235 10830 10830 1 1
"743" "chrX" 27481481 27481498 0.0213806221484295 0.042761244296859 10052 15623 15624 2 7
"1622" "chr1" 151810893 151810904 -0.021364772432359 0.042729544864718 5997 8993 8994 2 2
"1118" "chrX" 138664151 138664151 0.0427191344932057 0.0427191344932057 12809 23405 23405 1 1
"1996" "chrX" 153046767 153046894 -0.0213103445735453 0.0426206891470907 13249 24506 24507 2 9
"1341" "chr1" 21754570 21754899 -0.0212479780006248 0.0424959560012496 2184 3164 3165 2 3
"252" "chr1" 47366366 47366366 0.0422356871009792 0.0422356871009792 3813 5667 5667 1 1
"1475" "chr1" 48174666 48174666 -0.0421558157522531 0.0421558157522531 3859 5740 5740 1 1
"1267" "chr1" 3663339 3663339 -0.042103007758555 0.042103007758555 845 1319 1319 1 4
"601" "chr1" 237168688 237168688 0.0420092668489895 0.0420092668489895 9047 13430 13430 1 1
"49" "chr1" 3153144 3153293 0.0209645516730837 0.0419291033461675 692 1072 1073 2 2
"802" "chrX" 48433876 48434354 0.0209258327093757 0.0418516654187514 10627 17156 17157 2 14
"839" "chrX" 52683974 52683983 0.0208248932613787 0.0416497865227573 10882 17894 17895 2 6
"320" "chr1" 111189871 111189871 0.0416149825828497 0.0416149825828497 5287 7892 7892 1 1
"1470" "chr1" 47910239 47910239 -0.0415048355571301 0.0415048355571301 3844 5719 5719 1 1
"1214" "chrX" 153523851 153523873 0.0207308477117571 0.0414616954235142 13338 24752 24753 2 13
"1358" "chr1" 26737116 26737318 -0.0206875103504837 0.0413750207009675 2551 3712 3713 2 4
"1939" "chrX" 113818537 113818635 -0.0206346569063965 0.0412693138127931 12134 21448 21449 2 9
"1799" "chr1" 240256644 240257032 -0.0206306446882907 0.0412612893765814 9084 13474 13475 2 2
"567" "chr1" 228003072 228003072 0.0412190110726169 0.0412190110726169 8590 12768 12768 1 1
"776" "chrX" 37061627 37061801 0.0205874156980266 0.0411748313960531 10172 15948 15949 2 3
"105" "chr1" 5817321 5817321 0.0411714189676535 0.0411714189676535 938 1443 1443 1 1
"1398" "chr1" 33220274 33220274 -0.0411691897574048 0.0411691897574048 2967 4361 4361 1 1
"1175" "chrX" 150348083 150348083 0.0410670414321373 0.0410670414321373 13017 23967 23967 1 2
"1773" "chr1" 228872246 228872246 -0.0409434550917719 0.0409434550917719 8713 12956 12956 1 1
"1205" "chrX" 152485215 152485215 0.0409354609380974 0.0409354609380974 13139 24213 24213 1 1
"1472" "chr1" 47911449 47911449 -0.0408750565383218 0.0408750565383218 3846 5722 5722 1 1
"151" "chr1" 13517115 13517115 0.0408100987319094 0.0408100987319094 1627 2389 2389 1 1
"1999" "chrX" 153152165 153152165 -0.0406397391331501 0.0406397391331501 13280 24591 24591 1 6
"491" "chr1" 176811023 176811023 0.0406360444133431 0.0406360444133431 7089 10618 10618 1 1
"422" "chr1" 157772525 157772525 0.0405998790734682 0.0405998790734682 6480 9723 9723 1 1
"426" "chr1" 158223921 158223921 0.0405613248442225 0.0405613248442225 6502 9748 9748 1 1
"1587" "chr1" 119532773 119532850 -0.0202418888002985 0.0404837776005971 5560 8303 8304 2 5
"1541" "chr1" 91185168 91185168 -0.0404571386907071 0.0404571386907071 4825 7174 7174 1 1
"423" "chr1" 157789933 157789933 0.0402335564545804 0.0402335564545804 6481 9724 9724 1 1
"1931" "chrX" 106898504 106898504 -0.0400931508385607 0.0400931508385607 11992 21067 21067 1 1
"311" "chr1" 107680714 107680714 0.0399387364516385 0.0399387364516385 5100 7616 7616 1 1
"1458" "chr1" 46932780 46932780 -0.0399198182892404 0.0399198182892404 3777 5611 5611 1 2
"1052" "chrX" 111324469 111324469 0.0398961035042573 0.0398961035042573 12103 21381 21381 1 1
"239" "chr1" 39177304 39177304 0.0398550620773704 0.0398550620773704 3285 4840 4840 1 1
"1545" "chr1" 91194674 91194674 -0.0397813438156374 0.0397813438156374 4831 7183 7183 1 1
"1596" "chr1" 146549940 146549940 -0.0396414278516455 0.0396414278516455 5713 8532 8532 1 1
"34" "chr1" 2918526 2918526 0.0396392531042115 0.0396392531042115 615 942 942 1 2
"993" "chrX" 101087101 101087101 0.0395392261409919 0.0395392261409919 11764 20401 20401 1 1
"1187" "chrX" 151139612 151139612 0.0395268645447309 0.0395268645447309 13055 24037 24037 1 1
"1006" "chrX" 101567274 101567274 0.0394546891423794 0.0394546891423794 11785 20456 20456 1 1
"91" "chr1" 5037068 5037068 0.0394300527750733 0.0394300527750733 921 1426 1426 1 1
"406" "chr1" 153352144 153352144 0.039388464521996 0.039388464521996 6090 9120 9120 1 1
"1196" "chrX" 151903752 151903752 0.0393340373362861 0.0393340373362861 13091 24116 24116 1 1
"497" "chr1" 179558048 179558048 0.0392405345032781 0.0392405345032781 7154 10712 10712 1 1
"1476" "chr1" 48175322 48175322 -0.0392113999198374 0.0392113999198374 3860 5741 5741 1 1
"881" "chrX" 64774985 64774985 0.0390176907722002 0.0390176907722002 11123 18589 18589 1 1
"507" "chr1" 181767609 181767609 0.0389988071326671 0.0389988071326671 7238 10833 10833 1 1
"1697" "chr1" 197882003 197882003 -0.0389060711610284 0.0389060711610284 7453 11121 11121 1 1
"1047" "chrX" 108776114 108776114 0.038869240454716 0.038869240454716 12042 21207 21207 1 1
"367" "chr1" 152647216 152647216 0.0387697628093603 0.0387697628093603 6038 9054 9054 1 1
"158" "chr1" 15170397 15170397 0.0385410520466934 0.0385410520466934 1668 2447 2447 1 1
"787" "chrX" 37707074 37707074 0.0384339602509537 0.0384339602509537 10202 16024 16024 1 9
"323" "chr1" 111412880 111412880 0.0383959595249789 0.0383959595249789 5293 7902 7902 1 1
"603" "chr1" 237413813 237413813 0.0383921987366407 0.0383921987366407 9051 13435 13435 1 1
"446" "chr1" 159236068 159236068 0.0381971796147079 0.0381971796147079 6538 9794 9794 1 1
"321" "chr1" 111320416 111320416 0.0381954361459281 0.0381954361459281 5291 7899 7899 1 1
"816" "chrX" 49957476 49957476 0.0380567284188936 0.0380567284188936 10812 17722 17722 1 1
"821" "chrX" 51071657 51071657 0.0380436305189848 0.0380436305189848 10836 17786 17786 1 1
"169" "chr1" 18692019 18692019 0.0380300611880974 0.0380300611880974 1986 2879 2879 1 1
"1365" "chr1" 27709789 27709789 -0.0380193103189541 0.0380193103189541 2636 3842 3842 1 6
"739" "chrX" 26212857 26212857 0.0379927950588206 0.0379927950588206 10050 15610 15610 1 1
"312" "chr1" 107737854 107737854 0.0379429015245274 0.0379429015245274 5103 7625 7625 1 1
"916" "chrX" 70154731 70154731 0.0378931099157732 0.0378931099157732 11292 19056 19056 1 1
"86" "chr1" 4832432 4832432 0.0378458952999519 0.0378458952999519 916 1419 1419 1 1
"1025" "chrX" 103333654 103333654 0.037841857347439 0.037841857347439 11903 20805 20805 1 1
"500" "chr1" 181478149 181478149 0.0377979385711042 0.0377979385711042 7230 10825 10825 1 1
"995" "chrX" 101100637 101100637 0.0376539662415175 0.0376539662415175 11766 20403 20403 1 1
"1418" "chr1" 40105304 40105304 -0.0376482573277035 0.0376482573277035 3334 4907 4907 1 2
"1141" "chrX" 142718398 142718398 0.0376010533582556 0.0376010533582556 12883 23588 23588 1 1
"960" "chrX" 78010565 78010565 0.0375717216804946 0.0375717216804946 11552 19790 19790 1 1
"1092" "chrX" 130678333 130678333 0.0375631009171735 0.0375631009171735 12544 22617 22617 1 1
"1087" "chrX" 130219899 130219899 0.0375543090790348 0.0375543090790348 12537 22601 22601 1 1
"371" "chr1" 152681163 152681163 0.0375460330307433 0.0375460330307433 6042 9058 9058 1 1
"288" "chr1" 58773623 58773623 0.0374638934970232 0.0374638934970232 4234 6298 6298 1 1
"953" "chrX" 76198371 76198371 0.0374456750328842 0.0374456750328842 11518 19686 19686 1 1
"94" "chr1" 5172759 5172759 0.037426935255221 0.037426935255221 924 1429 1429 1 1
"92" "chr1" 5080448 5080448 0.0374060777541851 0.0374060777541851 922 1427 1427 1 1
"1491" "chr1" 53309162 53309162 -0.0373828839419779 0.0373828839419779 3999 5978 5978 1 3
"1126" "chrX" 139517847 139517847 0.0373376964225343 0.0373376964225343 12833 23457 23457 1 1
"766" "chrX" 36282175 36282175 0.037327963185393 0.037327963185393 10153 15907 15907 1 1
"475" "chr1" 166590947 166590947 0.0373005267299505 0.0373005267299505 6823 10228 10228 1 1
"1130" "chrX" 139868078 139868078 0.0372681895170489 0.0372681895170489 12848 23521 23521 1 1
"335" "chr1" 115576076 115576076 0.0372639363926267 0.0372639363926267 5441 8132 8132 1 1
"403" "chr1" 153346191 153346191 0.0372327219628812 0.0372327219628812 6087 9116 9116 1 1
"1248" "chr1" 1765440 1765440 -0.0372321799435715 0.0372321799435715 289 456 456 1 1
"1124" "chrX" 139169879 139169879 0.03722849303763 0.03722849303763 12828 23447 23447 1 1
"1200" "chrX" 152126884 152126884 0.0372232907336391 0.0372232907336391 13114 24172 24172 1 1
"1743" "chr1" 220864279 220864279 -0.0372182568555247 0.0372182568555247 8313 12349 12349 1 1
"503" "chr1" 181558481 181558481 0.0372092691106561 0.0372092691106561 7233 10828 10828 1 1
"930" "chrX" 72347359 72347359 0.0371915073253095 0.0371915073253095 11442 19443 19443 1 1
"1673" "chr1" 170637723 170637723 -0.0371260660817428 0.0371260660817428 6943 10409 10409 1 1
"1619" "chr1" 151103642 151103642 -0.0370638531016144 0.0370638531016144 5933 8876 8876 1 1
"1543" "chr1" 91190366 91190366 -0.0370189895767404 0.0370189895767404 4829 7178 7178 1 1
"420" "chr1" 157671386 157671386 0.0369911320075557 0.0369911320075557 6476 9719 9719 1 1
"1779" "chr1" 229570665 229570665 -0.0369154027047586 0.0369154027047586 8742 12998 12998 1 1
"236" "chr1" 39170469 39170469 0.0368960871581912 0.0368960871581912 3282 4837 4837 1 1
"1342" "chr1" 21763130 21763130 -0.0368441750580053 0.0368441750580053 2188 3171 3171 1 2
"873" "chrX" 63444921 63444921 0.0368439349021992 0.0368439349021992 11095 18514 18514 1 1
"648" "chr1" 248284971 248284971 0.0368337490084623 0.0368337490084623 9380 13881 13881 1 1
"1770" "chr1" 228653055 228653055 -0.036825335578819 0.036825335578819 8696 12936 12936 1 1
"142" "chr1" 12787380 12787380 0.0368160268774813 0.0368160268774813 1615 2376 2376 1 1
"653" "chr1" 248402594 248402594 0.0367914914639235 0.0367914914639235 9385 13889 13889 1 1
"1757" "chr1" 225998870 225998870 -0.0367828270465147 0.0367828270465147 8477 12589 12589 1 1
"1346" "chr1" 23750579 23750579 -0.0367173741081683 0.0367173741081683 2333 3365 3365 1 2
"1706" "chr1" 200005219 200005219 -0.0366799161567159 0.0366799161567159 7485 11159 11159 1 1
"639" "chr1" 247752006 247752006 0.0366624904404815 0.0366624904404815 9361 13856 13856 1 1
"1114" "chrX" 138525808 138525808 0.0366424487076539 0.0366424487076539 12802 23392 23392 1 1
"380" "chr1" 152799942 152799942 0.0365334955834338 0.0365334955834338 6052 9069 9069 1 1
"1805" "chr1" 244893571 244893571 -0.0364923139690398 0.0364923139690398 9210 13647 13647 1 1
"1624" "chr1" 154380179 154380179 -0.0364857257444178 0.0364857257444178 6172 9254 9254 1 1
